,indices,choices,search
314,27248,"WEYOUN: On the other hand, they're just as likely to convince you to betray us. BROCA: Me betray you? Never! FEMALE SHAPE-SHIFTER: You're right. Because we're not going to give you the opportunity.",betray
315,23789,"NATIMA: Then how could you have betrayed me? QUARK: I didn't betray you. NATIMA: Don't lie to me, Quark. I know better. You used my personal access codes to authorize payments for goods you never provided.",betray
316,100565,"PICARD: You see my problem, Admiral. You ask us for faith in circumstances not only difficult to believe but compounded by your own lies, and your own reluctance to tell us all you know... JAROK: I cannot betray my people... PICARD: You have already betrayed your people. You have made your choices. You are a traitor, sir. If the bitter taste of it disagrees with you, I am truly sorry. But I will not risk the lives of my crew because you think you can dance on the edge of the Neutral Zone. You have crossed over, Admiral. I suggest you make yourself comfortable.",betray
317,23065,"ODO: Sounds like you're trying to talk yourself into something. Or out of something. KIRA: Either way, I have to betray someone. ODO: Only important thing is not to betray yourself. he looks at him... a beat... they both know what they're talking about here.",betray
318,98993,DURAS: Worf has made his choice and he will die for it. But you are still safe. Let him stand alone. He is no longer your brother... he is not one of us. I promise you no one will learn of your family line. You'll have your rank... maybe even a command of your own. KURN: He is my brother. I will not betray him! DURAS: Then you will die for him.,betray
319,54033,"ODO: It's strange. Bek and I were passing acquaintances here on the station. From what little I knew about him, I always thought he was a good man. KIRA: Good men don't betray their own people. ODO: If there's one thing I've learned about humanoids, it's that in extreme situations, even the best of you are capable of doing terrible things.",betray
320,48709,"JARO: The last thing I need right now is a great war hero capturing the devotion of the Bajoran people. KIRA: How can you betray your own government? JARO: Major, I don't have to tell you. I've heard your opinion of this government. ""Government""? -- they can't even agree it is a government, so they call it ""provisional"" -- it's just another word for powerless. I won't allow Bajorans to be powerless anymore. We have been doormats to the Cardassians, and now the Federation, any great power that happens by... we will not be that again. We are a people who brought art and architecture to countless planets and we do not deserve to be victims.",betray
321,31575,"INTENDANT: It's so good to see you. ROM: Our Ezri would never betray us, which means -- QUARK: Don't start with that again.",betray
322,40825,"QUARK: I know, I know. He couldn't find a cup of water if you dropped him in a lake... but even if he is an idiot, he's still my brother... ODO: And you'd betray him in a second if it suited your interests. QUARK: But that doesn't mean I don't love him... Chief, do you have any brothers?",betray
323,27247,"BROCA: Exactly. WEYOUN: On the other hand, they're just as likely to convince you to betray us. BROCA: Me betray you? Never!",betray
324,54783,WORF: I am no hero. But it is my duty to defend the Federation -- that is where my honor lies. KURN: Maybe it is where your honor lies. But why should I betray our people for your honor? WORF: Kurn... let me ask you this: do you agree with what has happened between the Empire and the Federation?,betray
325,41173,"SISKO: You're wrong. He does need you... now more than ever. MAREEL: (knows what he's getting at) You never give up, do you. I told you, I'm not going to betray him. SISKO: I'm not asking you to. I'm asking you to save him... to help us save him.",betray
326,63414,"KIRA: All you have to do is look at the guard outside to see how much she trusts me. GARAK: I arranged the guard. Oh, she trusts you. As much as she trusts anyone. So who better to betray her... KIRA: You're taking quite a risk coming to me like this...",betray
327,31423,EZRI: I'm not a traitor. O'BRIEN: She's right. You have to believe in something before you can betray it. And you don't believe in anything. EZRI: I believe in getting paid for my work -- and you still owe me for the last job I did for you.,betray
328,53973,"KIRA: What did he tell you about the massacre? BAREIL: Nerys, you have to understand, he was a monk speaking in confidence to his Vedek. I can't betray that trust. KIRA: I understand. But is there anything else you think I should know? About Bek, or the massacre?",betray
329,132289,"PICARD: A Starfleet Commander might be able to talk us past the outpost security without raising any suspicions. Once they drop their shields, we could beam the artifacts up without having to leave the ship. VEKOR: Why would Riker help us? Just because he's out of favor with Starfleet doesn't mean he's ready to betray them. PICARD: If he doesn't help us, we'll destroy the outpost and kill everyone on it. He's still a Starfleet officer... he won't let innocent people die if he can prevent it.",betray
330,23066,"KIRA: Either way, I have to betray someone. ODO: Only important thing is not to betray yourself. he looks at him... a beat... they both know what they're talking about here. KIRA: How could I possibly turn against my own people?",betray
331,31606,"EZRI: No! INTENDANT: He was going to betray me. I could see it in his eyes. (looking hard into her eyes) You wouldn't do that, would you? Of course not. INTENDANT: I've suffered so much disappointment in my life. Brunt, Sisko, Bareil... the list just goes on and on. (looking down at Brunt's body) Dispose of that, will you? It depresses me.",betray
332,129424,"RIKER: I can get you aboard... and I can find that artifact. PICARD: Oh, how convenient... we'll just beam you aboard your old ship and then hope that you won't change your mind and decide to betray us? RIKER: I've already saved your life twice, Galen. I'd think you'd start to show a little gratitude by now.",betray
333,41013,"SISKO: I'm sorry, but if he told you that, he's lying. When a Trill is joined, it's like a rebirth. He'll be an entirely different person. MAREEL: If you think I'm going to betray Verad, you're wrong. It doesn't matter what you say. I love him... and I'm going to stand by him... no matter what. VERAD : I never doubted it.",betray
334,43532,"DAX: I felt it was important to keep that promise. The General's memory is cherished by your people... ENINA: And it will continue to be. No one will ever know he was the one who tried to betray us... and that the rebels killed him for the favor. As for you, I ask only one further kindness... DAX: Of course.",betray
335,52530,"KIRA: Of course. GHEMOR: This Garak fellow who helped you... helped us... Don't trust him, Nerys. Ever. He's a dangerous man and he'd betray you and all your friends in an instant if he thought it would help him. KIRA: I'll keep an eye on him.",betray
336,7442,"SISKO: Fall back. KIRA: That was very clever, Benjamin, having one of your own men betray you so you could get aboard the station. You had me totally fooled. Luckily Mister Garak is somewhat more cynical than I. GARAK: Your Ferengi friend told us your entire plan... with a little persuasion.",betray
337,7329,"KIRA: All in good time. But first, whatever shall we do about O'Brien? I remember when I first saw you, Tinkerer. You were fixing something. KIRA: You were always fixing things... making things better. And everyone loved you for it. Even me. But that wasn't enough for you, was it? You couldn't be happy, staying here, being loved. You had to lash out, to betray everyone who was ever good to you. Why? O'BRIEN: I wanted to be free.",betray
338,52484,"ARI: The Central Command would never allow it. KIRA: Which is why they had to make you betray yourself. And why they kidnapped me. Because I resemble your daughter. And because they knew you would never stand by and let me be tortured. They wanted you to do this... They wanted you to try and rescue me. ENTEK: Very astute, Major. You couldn't have done any better if you were one of us.",betray
339,100571,"PICARD: Yes, this is all very interesting, but... JAROK: There's a moment in a man's life, Captain, that you cannot know... when he looks down at the first smile of his baby girl and he knows that he must change the world for her... for all children. It is for her that I am here. Not to betray the Romulan Empire, but to save it. JAROK: For months, I tried to persuade the high command that another war would destroy the empire. They grew tired of my arguments, and finally censored me, sent me off to command a distant sector. This was my only recourse. I will never see my child smile again, Captain. She will grow up believing her father was a traitor. But she will grow up. If you act, Picard. If we stop the war before it begins...",betray
340,121836,"TRAVELER: Actually, it didn't reach me... not by subspace... GEORDI: Then how did you know about the warp bubble? TRAVELER: It would take too long to explain...",warp bubble
341,121910,"TRAVELER: There... there it is... TRAVELER: We're moving into phase now ... there's your warp bubble, Wesley... WESLEY: What? What's wrong.",warp bubble
342,15137,"ULANI: If you can generate a subspace field around the fragments, that might contain the silithium. O'BRIEN: The warp drive... it could create a subspace bubble around the ship... DAX: But we'd have to maneuver the Defiant between the fragments... they're so close together, there's not enough room...",warp bubble
343,136613,"DATA: There have been reports of warp bubbles and other subspace deformations. GEORDI: So what if that's what happened? Not a warp bubble, but a subspace funnel. DATA: Connecting two points through subspace.",warp bubble
344,10024,"QUARK: It most certainly is. (sees something else and lets go) And what's that over there? ROM: Trixian bubble juice. QUARK: Nog's favorite. This came from my stockroom, didn't it?",warp bubble
345,121955,"BEVERLY: Just get me anywhere on Deck Thirty-Six! GEORDI: We're losing the bubble... BEVERLY: Jean-Luc... (sees the Traveler, reacts) You...",warp bubble
346,121705,"GEORDI: Here's what the computer recorded. WESLEY: This is the static warp field we created inside the warp drive. The experiment was designed to see if we could keep a bubble like this intact. GEORDI: As you'll see in a moment, we couldn't.",warp bubble
347,121929,"RIKER: Geordi, we're in position... your status? GEORDI: The warp bubble is contracting at a rate of fifteen meters per second... we'll lose it in about four minutes... TRAVELER: It's time, Wesley.",warp bubble
348,121943,"COMPUTER: Two minutes thirty seconds to life support failure. BEVERLY: Computer, hypothetical situation... a person is trapped inside a static warp bubble. Determine a means of escape... COMPUTER: Escape would theoretically depend on establishing a stable threshold between the warp field and the outer environment.",warp bubble
349,121914,"BEVERLY: Computer, give me a graphic representation of the universe. BEVERLY: I've seen that before... Wesley's experiment... the bubble. Of course... But that would mean I'm the one trapped in the bubble... BEVERLY: Computer, what's happening?",warp bubble
350,121715,"GEORDI: No, sir. PICARD: And this bubble never expanded beyond Engineering? WESLEY: Nossir.",warp bubble
351,121750,"GEORDI: Well, there's nothing there now. And no sign there ever was. PICARD: Is there any possible connection to Mister Crusher's experiment... could this warp bubble be... floating around the ship perhaps... GEORDI: No, sir. The bubble was definitely contained in Engineering. There's no way it could affect something up on Deck Twelve.",warp bubble
352,102423,"JA'DAR: If our theories are correct, the wave will envelop the ship and push it into warp. PICARD: Warp without warp drive... RIKER: They're going to put you out of a job, Geordi.",warp bubble
353,121709,"BEVERLY: I remember that. PICARD: Are you suggesting this bubble could have made Doctor Quaice disappear? WESLEY: If he were caught in it... yessir, it would seem to us like he'd disappeared.",warp bubble
354,131597,PICARD: Speed -- warp five. GEORDI: Warp five. PICARD: ... And Worf.,warp bubble
355,108960,GEORDI: We are passing warp eight point five. GEORDI: ... warp nine. RIKER: Arm the photon torpedoes. Recommend we try to slow them down.,warp bubble
356,138882,"PICARD: That's correct Mister La Forge, warp factor eight. GEORDI: Warp eight. PICARD: Engage. Mister La Forge, you have the bridge.",warp bubble
357,133866,"GEORDI: Course plotted and set for Vagra Two. PICARD: Warp eight. LYNCH: Minimum warp drive, Captain.",warp bubble
358,119200,"WORF: The probe is still with us, sir. RIKER: At warp two? WORF: Yessir.",warp bubble
359,120923,"RIKER: Give us a superior curve, Mister Crusher. WESLEY: Warp three... warp four... The warship is simultaneously matching our curve point per point. Warp four point five... warp five... warp five point five... RIKER: Riker to La Forge. Give us everything you can to close the gap, Geordi.",warp bubble
360,126514,"PICARD: Intercept. Warp two. CLANCEY: Warp two, sir. K'EHLEYR: Captain -- let them die like Klingons... in battle. They deserve that much.",warp bubble
361,34537,"WATTERS: Take us to warp six, Mister Nog. NOG: Warp six, aye. FARRIS: They've spotted us. They're dropping out of warp.",warp bubble
362,4490,"mark. Three-two-one-: mark. KIRA: Warp one, sir. SISKO: Engine Room, increase speed to warp six as soon as possible.",warp bubble
363,130289,GEORDI: Speed warp five. LIAN: Warp five - aye. GEORDI: Engage.,warp bubble
364,82342,"PICARD: Mister Data, Mister La Forge... Increase to warp five. Same heading. DATA: Warp five, sir. GEORDI: Same heading, sir.",warp bubble
365,19202,"SISKO: I guess we'd better take a look. KIRA: Engaging warp... KIRA: This is definitely the origin of the signal, but I'm having trouble pinpointing the source... It isn't coming from the surface...",warp bubble
366,3396,"COMPUTER: Weapons lock broken... NOG: Going to warp... NOG: Get out of here, Jake, I'm in the middle of a simulation...",warp bubble
367,138525,"RIKER: Velocity -- warp eight. WESLEY: Warp eight -- aye. RIKER: Engage, Mister Crusher.",warp bubble
368,131217,PICARD: Speed -- warp seven. GEORDI: Warp seven. Aye. PICARD: Engage.,warp bubble
369,119197,"RIKER: Nothing. PICARD: Go to warp two. ENSIGN ANAYA: Aye, sir. Warp two.",warp bubble
370,1909,"BASHIR: Jadzia! BASHIR: Jadzia, Jadzia. GARAK: Ready, Doctor?",jadzia
371,69287,"O'BRIEN: It better shift soon, or it's going to tear itself apart. DERAL: Jadzia... O'BRIEN: I'm picking up some kind of singularity in the planet's quantum matrix... it's interfering with the dimensional shift...",jadzia
372,69148,DERAL: (beginning to understand) How long? Meridian is going to shift in five days. DERAL: Jadzia... DAX: We'll see each other again...,jadzia
373,69136,QUARK: That's definitely a no... DERAL: Jadzia... DAX: I've been looking for you...,jadzia
374,68494,BASHIR: Excuse me for just one second. BASHIR: Jadzia... BASHIR: Do you happen to know when the Lexington is coming?,jadzia
375,65919,QUARK: We'll see. You might be surprised. WORF: Jadzia -- DAX: Can we please drop this?,jadzia
376,60963,"WORF: We detected your distress call a few hours ago. WORF: Jadzia... ? SISKO: She's hurt, but she'll be fine. She's back at the basecamp with Doctor Bashir and the chief.",jadzia
377,59231,DAX: Almost done. BASHIR: Jadzia! BASHIR: Get me a medkit.,jadzia
378,56161,DAX: Worf! WORF: Jadzia. DAX: I guess the wedding's still on.,jadzia
379,53093,BASHIR: Hurry. BASHIR: Jadzia! KIRA: The forcefield is down.,jadzia
380,51094,WORF: Good. WORF: Jadzia. DAX: Yes.,jadzia
381,47914,DAX: Until now. ARJIN: Jadzia... DAX: I'm a level three pilot. You're level five. I'll do it if I have to. But I don't have time to argue...,jadzia
382,43092,WORF: Ready? WORF: Jadzia... ? DAX: Hhhh... hhhh... hypo.,jadzia
383,43057,WORF: Yes. But that's because something else is coming. And it's close. WORF: Jadzia? DAX: Painkillers... please.,jadzia
384,42809,WORF: On our way. WORF: Jadzia. DAX: Mmmm.,jadzia
385,41198,BASHIR : Commander? SISKO: Jadzia. SISKO: Are you...,jadzia
386,31868,"JAKE: He followed me home from the holosuite. BASHIR: Jadzia! DAX: Hello, Julian.",jadzia
387,13960,DAX: Instinct. WORF: Jadzia -- DAX: What?,jadzia
388,7223,DAX: It's about time you came back. SISKO: Jadzia. DAX: That's to let you know I missed you.,jadzia
389,4758,"LEETA: Sorry. WORF: Jadzia... DAX: I know, I know. We have much to discuss.",jadzia
390,3651,SISKO: It's going to take Quark a long time to get over that... ODO/CURZON: Jadzia! DAX: I see the two of you are having a good time...,jadzia
391,2383,B.C.: I don't know about you fellas... but I'm in love. BASHIR: Jadzia... DAX: Julian...,jadzia
392,2280,"CHRIS: Relax, I'm surrounded by a battalion of National Guardsmen. Besides, we're just about to leave. CHRIS: Jadzia... ? SISKO: Something wrong?",jadzia
393,1908,"DAX: Julian. BASHIR: Jadzia! BASHIR: Jadzia, Jadzia.",jadzia
394,69379,"DAX: Hi, Calvin... SISKO: Jadzia Dax... HUDSON: Dax! My gosh... I can't believe... boy, you look a lot better than the last time I saw you.",jadzia
395,68486,BASHIR: Hi... DAX: I'm Jadzia... LEETA: Leeta...,jadzia
396,64914,EKORIA: Ekoria... DAX: I'm Jadzia.... EKORIA: Did you come here to help us?,jadzia
397,63600,"CHRIS: Chris. Chris Brynner. DAX: I'm Jadzia. CHRIS: Pretty name. What is it, Dutch?",jadzia
398,54293,MASKED FIGURE: It's beautiful... isn't it? BASHIR: Dax... Jadzia! BASHIR: I don't understand why she'd have another hallucination... I've checked her isoboramine levels -- they've risen another six percent.,jadzia
399,45394,"DAX: Dax to Bashir. BASHIR: Yes, Jadzia... DAX: I need some medical advice... can you come to my lab... ?",jadzia
400,54915,LWAXANA: Because... LWAXANA: I'm pregnant... LWAXANA: It's a miracle. I never thought I'd be able to have another baby.,pregnant
401,30804,SISKO: What's wrong? KASIDY: I'm pregnant. SISKO: Are you sure?,pregnant
402,57947,KEIKO: What's wrong? O'BRIEN: You're pregnant. KEIKO: That's right.,pregnant
403,67843,KIRA: It did it again. KIRA: Odo... I'm pregnant. ODO: Yes.,pregnant
404,6016,WORF: Ten. KIRA: I hate being pregnant. SISKO: I win.,pregnant
405,15395,BASHIR: Ensign Vilix'pran is budding. The buds will be undergoing individuation in a little over a month. SISKO: You mean... he's pregnant? BASHIR: Twins.,pregnant
406,137567,PICARD: This is Doctor Katherine Pulaski. We will handle the formal introduction later. PICARD: Counselor Deanna Troi is pregnant. RIKER: A baby!,pregnant
407,84172,PICARD: Then perhaps we should locate a humanoid who's pregnant... DATA: Nurse Ogawa recently became pregnant... PICARD: Then we need to locate Nurse Ogawa.,pregnant
408,80459,"PICARD: There is a possibility that the boy is my son... I was involved with his mother for a short time about twenty four years ago. I met her through a friend during shore-leave on Earth. It was all very romantic... -- probably because we both knew I'd be leaving in two weeks... we kept in touch for a short while, but we never managed to get together again... RIKER: And she never said anything about being pregnant... ? PICARD: No... either Bok's got it wrong and I'm not the father, or Miranda decided she wanted to raise the child on her own. Quite frankly it wouldn't surprise me. She was very independent... very strong-willed...",pregnant
409,84171,"DATA: It would take further research, but I believe that to be effective on humanoid crewmembers, humanoid antibodies would be necessary. PICARD: Then perhaps we should locate a humanoid who's pregnant... DATA: Nurse Ogawa recently became pregnant...",pregnant
410,12358,DAX: McCoy... McCoy... BONES - CLIP: The nearest thing I can figure out is they're born pregnant. Which seems to be quite a timesaver. DAX: Leonard McCoy. I met him when he was a student at Ol' Miss.,pregnant
411,65139,TREVEAN: I see that I misjudged you... BASHIR: Every pregnant woman should be inoculated as soon as possible... the antigen will protect their babies... TREVEAN: I'll see that it's done...,pregnant
412,55036,ODO: Not at all. I'm happy for her. LWAXANA: Just don't go do what I did. Look for someone to fix your broken heart... then end up pregnant and on the run. ODO: I don't think there's too much danger of that happening.,pregnant
413,72618,"KIRA: I couldn't stop thinking about Latha. All the firefights and bombings he'd lived through... and then to get killed during a religious ceremony... KIRA: You know, if I wasn't pregnant... I'd be down on Bajor right now looking for a way to narrow down the suspects. O'BRIEN: You're safer here on the station.",pregnant
414,13362,"QUARK: Sounds reasonable. KIRA: So did your father just sit you down one day and say, ""Miles, it's time to teach you about massaging pregnant women."" O'BRIEN: It's an O'Brien survival technique. My mother hated being pregnant. My father's massages were the only thing that kept her from killing everyone.",pregnant
415,72856,"SILARAN: Its heart beats faster as panic starts to creep into its soul. Does it understand? Or is it so blinded by the light that it can think only of returning to the velvet cloak of darkness? No matter. Perhaps it is better that it never realizes how close death has come. But make no mistake there is no escape. It has reached the end, and soon it will die. KIRA: What's the matter, Silaran? Are you so afraid of a pregnant woman in a restraining field that you have to hide in the dark? SILARAN: It bares its tiny fangs, hoping for a chance to strike, to sink its teeth deep into the flesh of its tormentor. But that chance will never come...",pregnant
416,13772,ARISSA: You know how Idanians are... they're a secretive race. ODO: You realize that it would be a simple matter for me to have a Doctor examine you to determine if you've ever been pregnant? ARISSA: You keep threatening to have me stripped down and examined. I'm trying not to read too much into that.,pregnant
417,13363,"KIRA: So did your father just sit you down one day and say, ""Miles, it's time to teach you about massaging pregnant women."" O'BRIEN: It's an O'Brien survival technique. My mother hated being pregnant. My father's massages were the only thing that kept her from killing everyone. KIRA: Sounds like me.",pregnant
418,88638,"TROI: I'm not saying we should accept her claim at face value... but I sensed no deception from her. She really believes that she is the daughter of Tasha Yar. BEVERLY: Regardless of what she believes, Sela cannot be her daughter. I've reviewed all of Tasha's medical records, and there is no indication that she was ever pregnant. PICARD: Besides, Tasha would have been a child when this woman was born.",pregnant
419,7606,"KIRA: I can answer that. DUKAT: Major, I must say, I'm shocked. You used my daughter to lure me here. You're asking me to risk my ship on some fool's errand into the Klingon Empire. And you're pregnant. I hope First Minister Shakaar appreciates what a lucky man he is. KIRA: Shakaar's not the father.",pregnant
420,67613,"DAX: And besides, you know there was no way to keep Keiko from going. She's been talking about the botanical mysteries on Torad Five for a long time. You're lucky she agreed to limit the trip to three days. O'BRIEN: (shaking his head Three days in the Gamma Quadrant... you know what she wanted to do last week? She wanted to go back to Bajor and rappel down the cliffs of Undalar to get a fungus sample. Rappel -- to get fungus! It's as if I have to remind her that she's pregnant. DAX: Yeah... I guess the extra weight, the morning sickness, the mood swings, the medical examinations... they aren't reminders enough.",pregnant
